_id,brand,color,car_type,in_section,now_section,week_day,special_day,date,hour_in,hour_out,out_section
60fd3ebc0ebc82e427d1327a,Honda,green,bus,4,4,5,false,15-8-2020,11,18,5
60fd3ebe0ebc82e427d1327b,Maserati,red,car,5,5,7,false,8-6-2021,18,1,2
60fd3ebf0ebc82e427d1327c,Toyota,white,truck,4,4,1,false,10-4-2021,22,16,4
60fd3ec00ebc82e427d1327d,Renault,blue,car,3,3,2,true,6-10-2020,6,5,3
60fd3ec20ebc82e427d1327e,Toyota,green,car,4,4,5,true,20-7-2020,3,5,1
60fd3ec30ebc82e427d1327f,Lamborghini,blue,car,5,5,3,true,7-10-2020,21,22,3
60fd3ec50ebc82e427d13280,Honda,black,car,3,3,3,false,19-6-2021,7,9,3
60fd3ec60ebc82e427d13281,Toyota,blue,motorcycle,4,4,4,false,19-2-2020,2,2,2
60fd3ec80ebc82e427d13282,BMW,red,bus,3,3,1,false,2-9-2020,11,10,5
60fd3ec90ebc82e427d13283,BMW,black,car,2,2,7,false,14-12-2020,4,22,3
60fd3ecb0ebc82e427d13284,Renault,white,truck,2,2,1,false,12-5-2020,21,7,4
60fd3ecc0ebc82e427d13285,Renault,yellow,bus,1,1,1,false,2-4-2020,22,23,5
60fd3ece0ebc82e427d13286,Ford,green,car,4,4,3,false,16-10-2020,10,20,1
60fd3ed00ebc82e427d13287,Audi,white,car,1,1,1,true,22-3-2021,24,19,2
60fd3ed10ebc82e427d13288,Maserati,blue,car,5,5,3,true,3-7-2020,17,8,3
60fd3ed30ebc82e427d13289,Lamborghini,blue,car,4,4,5,true,26-8-2020,8,12,3
60fd3ed40ebc82e427d1328a,Ford,green,bus,4,4,1,false,23-12-2020,9,23,5
60fd3ed60ebc82e427d1328b,Renault,green,car,1,1,2,false,1-7-2020,13,22,1
60fd3ed70ebc82e427d1328c,BMW,red,bus,1,1,4,false,10-2-2020,15,14,5
60fd3ed90ebc82e427d1328d,Audi,red,car,4,4,6,true,20-4-2020,14,11,2
60fd3eda0ebc82e427d1328e,Renault,white,motorcycle,3,3,7,true,28-11-2020,1,24,4
60fd3edc0ebc82e427d1328f,Honda,black,car,4,4,7,true,29-3-2020,22,2,3
60fd3edd0ebc82e427d13290,Maserati,pink,motorcycle,1,1,5,false,24-2-2020,24,15,2
60fd3edf0ebc82e427d13291,Ford,blue,car,2,2,3,true,10-4-2020,20,24,3
60fd3ee00ebc82e427d13292,Lamborghini,yellow,truck,5,5,6,false,20-2-2020,4,19,4
60fd3ee20ebc82e427d13293,Maserati,blue,truck,4,4,5,false,10-11-2020,14,12,4
60fd3ee30ebc82e427d13294,Lamborghini,white,bus,2,2,5,false,24-6-2020,14,21,5
60fd3ee50ebc82e427d13295,Audi,pink,motorcycle,4,4,4,false,22-2-2021,2,22,1
60fd3ee60ebc82e427d13296,BMW,yellow,bus,4,4,2,false,25-1-2021,5,16,5
60fd3ee80ebc82e427d13297,Renault,black,truck,3,3,2,false,29-10-2020,24,22,4
60fd3eea0ebc82e427d13298,Honda,pink,bus,5,5,6,false,18-7-2020,9,22,5
60fd3eeb0ebc82e427d13299,Toyota,green,car,2,2,2,false,2-1-2020,18,11,1
60fd3eec0ebc82e427d1329a,Toyota,blue,motorcycle,4,4,3,false,15-6-2020,21,15,5
60fd3eee0ebc82e427d1329b,BMW,blue,truck,3,3,2,false,2-7-2021,14,20,4
60fd3ef00ebc82e427d1329c,Lamborghini,yellow,car,1,1,1,false,21-6-2021,8,19,4
60fd3ef10ebc82e427d1329d,Toyota,white,motorcycle,2,2,4,true,12-1-2021,24,6,5
60fd3ef20ebc82e427d1329e,Honda,pink,truck,3,3,6,false,10-4-2020,7,7,4
60fd3ef40ebc82e427d1329f,Audi,black,motorcycle,1,1,1,false,7-12-2020,6,16,2
60fd3ef50ebc82e427d132a0,Renault,white,bus,2,2,6,false,29-2-2020,2,4,5
60fd3ef70ebc82e427d132a1,Audi,blue,motorcycle,4,4,7,true,17-10-2020,7,2,2
60fd3ef80ebc82e427d132a2,Toyota,green,truck,4,4,2,false,15-3-2020,21,12,4
60fd3efa0ebc82e427d132a3,Lamborghini,red,truck,2,2,6,false,16-2-2021,20,20,4
60fd3efb0ebc82e427d132a4,Lamborghini,white,bus,3,3,1,false,1-7-2021,23,19,5
60fd3efd0ebc82e427d132a5,Honda,yellow,car,3,3,5,false,30-3-2021,22,13,4
60fd3eff0ebc82e427d132a6,Ford,red,motorcycle,2,2,7,false,23-2-2020,18,1,3
60fd3f000ebc82e427d132a7,Renault,pink,car,2,2,3,true,9-2-2020,10,9,5
60fd3f010ebc82e427d132a8,BMW,white,car,4,4,6,true,5-2-2021,6,21,2
60fd3f030ebc82e427d132a9,Ford,black,car,5,5,7,false,23-12-2020,4,10,3
60fd3f050ebc82e427d132aa,Audi,yellow,car,5,5,1,false,10-7-2020,16,14,4
60fd3f060ebc82e427d132ab,Toyota,black,car,4,4,6,true,26-2-2020,10,19,3
60fd3f070ebc82e427d132ac,Audi,pink,car,5,5,7,false,10-11-2020,15,19,5
60fd3f090ebc82e427d132ad,Lamborghini,yellow,car,1,1,3,false,28-3-2021,11,21,4
60fd3f0a0ebc82e427d132ae,Renault,red,bus,5,5,4,false,25-3-2021,12,19,5
60fd3f0c0ebc82e427d132af,Lamborghini,blue,motorcycle,1,1,1,true,24-3-2021,17,15,3
60fd3f0d0ebc82e427d132b0,BMW,yellow,car,2,2,1,false,16-6-2021,23,24,4
60fd3f0f0ebc82e427d132b1,Toyota,white,car,1,1,1,true,26-7-2020,16,2,2
60fd3f110ebc82e427d132b2,Renault,blue,car,4,4,2,true,26-1-2021,23,15,3
60fd3f120ebc82e427d132b3,Ford,red,car,1,1,4,false,1-2-2021,24,16,2
60fd3f140ebc82e427d132b4,Maserati,white,bus,1,1,2,false,1-6-2020,1,8,5
60fd3f150ebc82e427d132b5,Audi,red,car,4,4,7,true,27-3-2021,15,14,2
60fd3f170ebc82e427d132b6,Maserati,blue,truck,2,2,3,false,8-1-2020,3,14,4
60fd3f180ebc82e427d132b7,Maserati,green,car,1,1,6,false,10-4-2020,17,5,1
60fd3f1a0ebc82e427d132b8,BMW,red,car,4,4,1,true,30-9-2020,20,8,2
60fd3f1b0ebc82e427d132b9,Renault,green,car,4,4,3,false,15-4-2021,11,23,1
60fd3f1d0ebc82e427d132ba,Lamborghini,blue,motorcycle,4,4,6,true,7-6-2021,2,15,2
60fd3f1e0ebc82e427d132bb,Lamborghini,black,car,2,2,3,true,22-12-2020,10,22,3
60fd3f200ebc82e427d132bc,Honda,green,car,5,5,5,false,14-3-2020,10,8,1
60fd3f210ebc82e427d132bd,BMW,white,car,1,1,3,true,7-2-2021,23,9,2
60fd3f220ebc82e427d132be,BMW,pink,bus,5,5,1,false,21-2-2020,11,19,5
60fd3f240ebc82e427d132bf,Lamborghini,green,car,2,2,4,false,18-7-2020,7,3,1
60fd3f250ebc82e427d132c0,Renault,blue,car,4,4,7,false,10-6-2021,10,23,3
60fd3f270ebc82e427d132c1,Honda,white,car,1,1,4,true,27-3-2021,10,20,2
60fd3f280ebc82e427d132c2,Ford,blue,car,4,4,1,false,27-11-2020,4,4,3
60fd3f2a0ebc82e427d132c3,Renault,red,truck,3,3,2,false,20-12-2020,10,8,4
60fd3f2b0ebc82e427d132c4,Audi,red,car,5,5,4,false,17-2-2021,5,16,2
60fd3f2d0ebc82e427d132c5,Toyota,pink,car,5,5,3,true,27-2-2021,20,17,5
60fd3f2e0ebc82e427d132c6,Ford,red,car,3,3,2,false,17-8-2020,8,10,2
60fd3f300ebc82e427d132c7,BMW,white,car,5,5,6,false,30-9-2020,15,10,2
60fd3f310ebc82e427d132c8,Ford,green,car,5,5,2,false,15-2-2020,23,24,1
60fd3f330ebc82e427d132c9,Ford,white,car,3,3,6,false,16-10-2020,3,13,2
60fd3f340ebc82e427d132ca,Renault,white,car,5,5,2,false,27-5-2021,4,20,2
60fd3f360ebc82e427d132cb,Toyota,pink,car,3,3,6,true,7-1-2021,20,18,5
60fd3f370ebc82e427d132cc,Honda,black,car,5,5,2,true,17-3-2021,24,9,3
60fd3f390ebc82e427d132cd,Toyota,black,motorcycle,4,4,5,true,18-10-2020,14,3,5
60fd3f3a0ebc82e427d132ce,Ford,green,truck,2,2,1,false,24-6-2020,18,23,4
60fd3f3c0ebc82e427d132cf,Ford,white,car,4,4,6,true,28-5-2020,20,9,2
60fd3f3e0ebc82e427d132d0,Audi,yellow,truck,3,3,5,false,14-5-2020,14,1,4
60fd3f3f0ebc82e427d132d1,Maserati,blue,truck,4,4,1,false,13-4-2020,21,9,4
60fd3f410ebc82e427d132d2,Ford,black,car,5,5,1,true,12-9-2020,23,14,3
60fd3f420ebc82e427d132d3,Toyota,yellow,motorcycle,3,3,7,true,29-1-2021,6,8,1
60fd3f440ebc82e427d132d4,Audi,pink,car,5,5,3,false,22-11-2020,5,11,5
60fd3f450ebc82e427d132d5,BMW,white,truck,4,4,1,false,2-1-2020,4,13,4
60fd3f470ebc82e427d132d6,Audi,pink,car,2,2,3,false,14-6-2021,21,11,5
60fd3f480ebc82e427d132d7,Renault,red,car,4,4,3,false,26-1-2021,14,13,2
60fd3f4a0ebc82e427d132d8,Audi,red,truck,3,3,3,false,12-12-2020,17,4,4
60fd3f4b0ebc82e427d132d9,Honda,yellow,motorcycle,5,5,5,false,7-10-2020,20,3,3
60fd3f4d0ebc82e427d132da,Maserati,white,car,2,2,2,false,30-8-2020,19,24,2
60fd3f4e0ebc82e427d132db,Audi,blue,car,4,4,2,false,26-1-2020,4,15,3
60fd3f500ebc82e427d132dc,Ford,green,car,3,3,7,false,19-9-2020,6,17,1
60fd3f510ebc82e427d132dd,Toyota,yellow,car,4,4,3,true,12-7-2020,24,17,4
60fd3f530ebc82e427d132de,Lamborghini,pink,car,5,5,7,true,27-4-2021,4,1,5
60fd3f540ebc82e427d132df,Maserati,white,car,1,1,1,true,28-7-2020,14,13,2
60fd3f560ebc82e427d132e0,Audi,blue,car,1,1,4,true,13-12-2020,19,20,3
60fd3f570ebc82e427d132e1,Toyota,black,car,4,4,2,true,20-2-2020,10,17,3
60fd3f590ebc82e427d132e2,Ford,black,car,5,5,3,true,18-2-2020,2,18,3
60fd3f5a0ebc82e427d132e3,Toyota,white,car,4,4,5,false,25-6-2020,22,13,2
60fd3f5c0ebc82e427d132e4,BMW,yellow,car,4,4,6,false,7-6-2021,18,9,4
60fd3f5d0ebc82e427d132e5,Lamborghini,yellow,truck,1,1,6,false,24-7-2020,23,10,4
60fd3f5f0ebc82e427d132e6,Renault,white,motorcycle,4,4,4,false,2-4-2021,16,22,2
60fd3f610ebc82e427d132e7,Toyota,yellow,car,5,5,2,false,21-1-2020,6,3,4
60fd3f620ebc82e427d132e8,Maserati,black,car,5,5,2,false,25-8-2020,9,5,3
60fd3f640ebc82e427d132e9,Toyota,black,car,4,4,3,false,4-7-2021,7,8,3
60fd3f650ebc82e427d132ea,BMW,green,car,4,4,3,true,5-7-2021,12,5,1
60fd3f660ebc82e427d132eb,Maserati,black,car,1,1,3,true,22-2-2020,16,21,3
60fd3f680ebc82e427d132ec,Maserati,red,car,5,5,5,false,3-3-2021,9,1,2
60fd3f690ebc82e427d132ed,Maserati,yellow,truck,5,5,6,false,10-3-2021,9,7,4
60fd3f6b0ebc82e427d132ee,Renault,black,motorcycle,1,1,6,false,19-9-2020,5,22,3
60fd3f6c0ebc82e427d132ef,Lamborghini,red,car,1,1,1,true,3-1-2020,13,13,2
60fd3f6e0ebc82e427d132f0,Honda,white,car,3,3,7,false,8-1-2020,20,11,2
60fd3f700ebc82e427d132f1,Renault,pink,truck,2,2,1,false,27-2-2020,24,4,4
60fd3f710ebc82e427d132f2,Lamborghini,red,car,1,1,1,false,23-3-2021,15,19,2
60fd3f720ebc82e427d132f3,BMW,pink,car,1,1,7,true,2-7-2021,14,2,5
60fd3f750ebc82e427d132f4,Lamborghini,pink,car,2,2,3,false,21-7-2021,8,1,5
60fd3f760ebc82e427d132f5,Renault,red,car,2,2,3,false,18-11-2020,24,17,2
60fd3f770ebc82e427d132f6,Renault,green,car,1,1,5,false,26-6-2021,3,16,1
60fd3f790ebc82e427d132f7,Toyota,white,car,3,3,4,false,8-6-2020,8,11,2
60fd3f7a0ebc82e427d132f8,Honda,pink,car,2,2,1,false,15-7-2020,15,1,5
60fd3f7c0ebc82e427d132f9,Ford,green,car,5,5,7,true,13-5-2020,17,1,1
60fd3f7d0ebc82e427d132fa,BMW,green,car,4,4,3,true,29-9-2020,19,10,1
60fd3f7e0ebc82e427d132fb,Lamborghini,pink,car,5,5,5,true,12-7-2021,2,15,5
60fd3f800ebc82e427d132fc,Renault,black,car,1,1,1,true,31-5-2020,15,8,3
60fd3f810ebc82e427d132fd,Toyota,white,car,4,4,7,true,11-6-2021,20,10,2
60fd3f830ebc82e427d132fe,Honda,yellow,car,3,3,2,false,16-2-2021,6,21,4
60fd3f840ebc82e427d132ff,Maserati,white,motorcycle,4,4,5,true,15-6-2020,12,10,3
60fd3f860ebc82e427d13300,Audi,black,car,4,4,7,true,3-6-2021,21,17,3
60fd3f870ebc82e427d13301,Toyota,yellow,car,4,4,3,false,13-5-2021,10,2,4
60fd3f890ebc82e427d13302,Audi,pink,car,5,5,3,false,9-10-2020,23,15,5
60fd3f8a0ebc82e427d13303,Renault,black,car,4,4,1,false,21-6-2020,9,4,3
60fd3f8c0ebc82e427d13304,Audi,red,motorcycle,4,4,7,true,4-4-2020,9,24,5
60fd3f8e0ebc82e427d13305,BMW,green,car,5,5,6,false,30-10-2020,9,1,1
60fd3f8f0ebc82e427d13306,Renault,red,motorcycle,4,4,3,true,23-2-2021,6,15,2
60fd3f910ebc82e427d13307,BMW,green,car,1,1,6,false,11-7-2021,23,18,1
60fd3f920ebc82e427d13308,Maserati,black,car,1,1,7,false,18-4-2021,8,22,3
60fd3f930ebc82e427d13309,Ford,white,car,4,4,6,false,1-2-2020,6,5,2
60fd3f950ebc82e427d1330a,Renault,blue,car,3,3,6,true,10-3-2020,23,20,3
60fd3f970ebc82e427d1330b,Renault,blue,bus,3,3,2,false,18-11-2020,18,10,5
60fd3f980ebc82e427d1330c,Honda,white,car,4,4,4,false,27-1-2020,9,12,2
60fd3f9a0ebc82e427d1330d,Ford,yellow,car,4,4,1,true,4-2-2021,4,17,4
60fd3f9b0ebc82e427d1330e,BMW,green,car,1,1,3,true,4-8-2020,11,16,1
60fd3f9d0ebc82e427d1330f,Audi,yellow,car,2,2,7,false,6-5-2021,23,7,4
60fd3f9e0ebc82e427d13310,Maserati,pink,car,4,4,4,false,5-2-2020,21,10,5
60fd3fa00ebc82e427d13311,Audi,pink,car,1,1,3,false,23-3-2020,19,22,5
60fd3fa10ebc82e427d13312,Renault,black,car,1,1,5,false,10-2-2021,6,21,3
60fd3fa30ebc82e427d13313,Lamborghini,blue,car,5,5,3,false,13-3-2021,10,11,3
60fd3fa50ebc82e427d13314,Maserati,black,car,5,5,6,false,30-9-2020,4,6,3
60fd3fa60ebc82e427d13315,Honda,green,car,3,3,2,false,17-9-2020,20,18,1
60fd3fa70ebc82e427d13316,Lamborghini,yellow,car,3,3,1,false,28-4-2020,8,8,4
60fd3fa90ebc82e427d13317,Lamborghini,red,truck,2,2,3,false,24-8-2020,5,12,4
60fd3faa0ebc82e427d13318,Audi,blue,car,5,5,5,true,28-3-2020,17,8,3
60fd3fac0ebc82e427d13319,Toyota,yellow,truck,3,3,6,false,24-4-2020,8,10,4
60fd3fae0ebc82e427d1331a,Toyota,white,motorcycle,5,5,4,true,12-7-2020,22,16,2
60fd3faf0ebc82e427d1331b,Toyota,black,truck,5,5,3,false,7-12-2020,24,4,4
60fd3fb00ebc82e427d1331c,Renault,yellow,car,3,3,2,true,15-11-2020,1,23,4
60fd3fb20ebc82e427d1331d,BMW,green,car,3,3,4,false,11-5-2021,12,17,1
60fd3fb30ebc82e427d1331e,BMW,yellow,car,5,5,4,true,1-9-2020,13,7,4
60fd3fb50ebc82e427d1331f,BMW,yellow,motorcycle,4,4,7,false,8-6-2021,11,10,3
60fd3fb60ebc82e427d13320,Renault,yellow,motorcycle,1,1,1,true,18-7-2021,12,6,2
60fd3fb80ebc82e427d13321,Renault,pink,truck,5,5,5,false,14-7-2020,18,17,4
60fd3fba0ebc82e427d13322,BMW,yellow,car,5,5,3,false,13-2-2020,17,11,4
60fd3fbb0ebc82e427d13323,Ford,yellow,bus,1,1,6,false,15-1-2021,17,22,5
60fd3fbc0ebc82e427d13324,Toyota,white,car,5,5,5,false,29-8-2020,5,17,2
60fd3fbe0ebc82e427d13325,Lamborghini,green,car,2,2,4,false,8-2-2020,9,16,1
60fd3fbf0ebc82e427d13326,Renault,blue,bus,1,1,6,false,7-4-2021,6,14,5
60fd3fc10ebc82e427d13327,Maserati,black,motorcycle,3,3,3,true,26-10-2020,13,21,1
60fd3fc20ebc82e427d13328,Ford,green,car,5,5,6,false,1-5-2020,9,4,1
60fd3fc40ebc82e427d13329,Audi,black,truck,3,3,3,false,5-12-2020,12,11,4
60fd3fc50ebc82e427d1332a,Ford,blue,car,4,4,1,false,23-11-2020,8,22,3
60fd3fc70ebc82e427d1332b,Maserati,black,car,2,2,1,false,28-7-2020,4,5,3
60fd3fc80ebc82e427d1332c,Ford,blue,car,3,3,5,false,29-1-2020,1,11,3
60fd3fca0ebc82e427d1332d,Lamborghini,yellow,motorcycle,1,1,5,false,15-6-2021,7,14,3
60fd3fcc0ebc82e427d1332e,Ford,red,car,3,3,3,true,17-3-2020,11,14,2
60fd3fcd0ebc82e427d1332f,Honda,red,car,4,4,4,true,31-3-2021,4,5,2
60fd3fce0ebc82e427d13330,Toyota,pink,bus,5,5,3,false,20-1-2021,16,20,5
60fd3fd00ebc82e427d13331,BMW,white,car,2,2,4,false,9-5-2020,17,2,2
60fd3fd10ebc82e427d13332,Ford,black,motorcycle,2,2,1,false,4-1-2020,2,11,4
60fd3fd30ebc82e427d13333,Audi,green,motorcycle,2,2,3,false,26-7-2020,13,20,5
60fd3fd50ebc82e427d13334,Renault,white,car,4,4,5,false,17-6-2020,13,4,2
60fd3fd60ebc82e427d13335,BMW,yellow,car,4,4,4,false,28-5-2020,13,3,4
60fd3fd80ebc82e427d13336,Maserati,blue,car,2,2,5,false,25-7-2020,13,19,3
60fd3fd90ebc82e427d13337,Maserati,red,car,1,1,1,false,19-7-2021,8,20,2
60fd3fdb0ebc82e427d13338,Ford,yellow,car,1,1,7,true,4-7-2021,8,22,4
60fd3fdc0ebc82e427d13339,Toyota,white,car,2,2,3,false,18-5-2020,16,19,2
60fd3fde0ebc82e427d1333a,BMW,blue,car,1,1,6,false,7-2-2021,17,10,3
60fd3fdf0ebc82e427d1333b,Renault,black,car,5,5,7,false,17-7-2021,11,4,3
60fd3fe10ebc82e427d1333c,Toyota,black,car,3,3,6,true,17-5-2020,21,8,3
60fd3fe20ebc82e427d1333d,Honda,black,bus,2,2,3,false,5-5-2020,15,23,5
60fd3fe40ebc82e427d1333e,BMW,blue,car,4,4,2,false,15-12-2020,2,13,3
60fd3fe50ebc82e427d1333f,Audi,pink,car,5,5,1,true,19-5-2021,18,9,5
60fd3fe60ebc82e427d13340,Audi,yellow,car,1,1,7,true,9-7-2020,3,2,4
60fd3fe80ebc82e427d13341,Audi,green,truck,5,5,4,false,16-10-2020,13,19,4
60fd3fea0ebc82e427d13342,BMW,yellow,car,3,3,6,true,7-3-2020,7,6,4
60fd3feb0ebc82e427d13343,Maserati,green,bus,5,5,3,false,8-6-2021,12,10,5
60fd3fec0ebc82e427d13344,Audi,red,car,5,5,4,false,29-8-2020,18,10,2
60fd3fee0ebc82e427d13345,Toyota,pink,car,3,3,2,false,11-5-2021,24,13,5
60fd3fef0ebc82e427d13346,BMW,blue,car,5,5,6,false,30-7-2020,24,2,3
60fd3ff10ebc82e427d13347,BMW,white,truck,2,2,5,false,5-11-2020,20,3,4
60fd3ff20ebc82e427d13348,BMW,pink,car,4,4,7,true,15-2-2021,24,9,5
60fd3ff40ebc82e427d13349,Renault,black,car,3,3,5,false,6-10-2020,15,1,3
60fd3ff60ebc82e427d1334a,Lamborghini,white,car,1,1,7,false,24-12-2020,5,10,2
60fd3ff70ebc82e427d1334b,Lamborghini,yellow,car,1,1,1,false,12-8-2020,23,8,4
60fd3ff90ebc82e427d1334c,Honda,yellow,bus,1,1,2,false,5-7-2021,14,18,5
60fd3ffa0ebc82e427d1334d,Ford,white,car,3,3,2,false,18-1-2021,10,6,2
60fd3ffc0ebc82e427d1334e,BMW,red,bus,1,1,4,false,7-11-2020,16,22,5
60fd3ffc5dcdf0f0f3698a2d,Renault,black,bus,1,1,1,false,18-10-2020,18,3,5
60fd3ffc5dcdf0f0f3698a2c,BMW,pink,truck,1,1,4,false,24-2-2021,11,4,4
60fd3ffc5dcdf0f0f3698a2e,Maserati,white,bus,5,5,2,false,16-1-2020,2,10,5
60fd3ffc5dcdf0f0f3698a2f,Toyota,blue,car,2,2,7,true,3-1-2021,6,4,3
60fd3ffc5dcdf0f0f3698a30,BMW,white,car,2,2,6,true,21-1-2021,23,19,2
60fd3ffd0ebc82e427d1334f,Toyota,black,motorcycle,5,5,3,false,28-10-2020,22,5,2
60fd3ffd5dcdf0f0f3698a31,Maserati,red,car,5,5,7,true,25-5-2020,11,8,2
60fd3fff0ebc82e427d13350,Audi,green,car,2,2,4,false,4-3-2021,8,21,1
60fd3fff5dcdf0f0f3698a32,Toyota,red,bus,5,5,2,false,7-3-2020,8,2,5
60fd40000ebc82e427d13351,BMW,white,car,4,4,2,false,22-6-2020,20,4,2
60fd40005dcdf0f0f3698a33,Honda,white,car,3,3,6,true,17-4-2020,18,14,2
60fd40020ebc82e427d13352,Renault,black,car,2,2,1,true,26-11-2020,4,3,3
60fd40025dcdf0f0f3698a34,Audi,yellow,car,4,4,7,true,15-7-2021,6,24,4
60fd40030ebc82e427d13353,Maserati,white,car,2,2,6,false,26-8-2020,17,13,2
